game_id,review_id,text,rating,likes_count,created,is_external
58781,1936493,Cannot longer wait,4,0,2024-04-12T10:20:21.933834Z,False
43252,1920921,"The gold standard for expansions after the Shivering Isles.<br/>A beautiful new world to explore, a great story, stellar additions to the soundtrack and a bit of gameplay additions for signs.<br/>Peak.",5,0,2024-02-13T13:21:16.329517Z,False
43252,26728,"I guess not having been able to satisfy themselves with the creativity and value delivered with Hearts of Stone, CDPR decided to add an entirely new world and new monsters and new skills and new equipment upgrades and ... in a DLC. And even that wasn't enough! They made 2 different routes in the story and 3 unique endings that each put the player in vastly different states of mind ... in a DLC.<br/><br/>I insanely recommend you play every ending yourself. It's just not the same to watch someone else play it. The emotions, man... Ah...",5,2,2018-03-14T20:47:04.981970Z,False
43252,1818863,Wonderful story told in a beautiful world,5,1,2023-06-27T17:30:29.294246Z,False
43252,1502996,Aside from the jank final fight this is beyond kino,5,0,2022-03-18T14:17:14.177260Z,False
43252,1395976,Just perfect!,5,0,2021-11-05T10:33:37.150202Z,False
43252,1271262,"Part of my ""Best Games Of All Time"" list.",5,0,2021-05-09T12:52:12.770488Z,False
257255,1133312,"About:

<br/><br/>The Witcher 3 is the last game in the series released, which comes with the proposal to clarify events from the old games and continue the saga of Geralt of Rivia, the wizard, who makes his living through wizards contracts while looking for Ciri, a species from an adopted daughter who is fleeing the Wild Hunt, an organization that is after the mysterious powers of the charismatic “Lady of the Lake”.

<br/><br/>Plot:

<br/><br/>The game starts when Geralt meets Yennefer when he finds out that he and Cirila are being chased by the Wild Hunt, and that's where the game begins and unfolds. Clearly like any good RPG game, the tale does not unfold through this single challenge, it will also review old friends and argue rivals. The game's storyline is surprising, full of twists and with that “bittersweet taste” in the course of each different tale, which is narrated by the bard Dandelion.

<br/><br/>Gameplay:

<br/><br/>Perhaps this is a great challenge for any casual gamer or who is not used to games from CD Projekt Red, From Software, Bioware or other companies involved in the creation of important games with the Role-Playing Game theme. Following on from many of the main gameplay features of the previous games in the series, the game has some complex controls with freedom of movement and really impressive action for a game of the genre. The character attacks, jumps, dodges, defends, runs, walks, selects magic, changes equipment and accessories in real time, selects and attacks with different spells, varieties of attack combos, defense and counter attacks, mixing elements from Hack n 'Slash in the game. During the game's plot, you will notice that it has an extremely simple and intuitive “natural tutorial system”, which will greatly facilitate the understanding of its gameplay system, and everything works very well, even the camera against large monsters considerable, a major problem in games of the same genre. And of course, no problem that is not solved with a few hours of gameplay hahahahaha. By the way, the game has a very basic system of customization and creation of items and equipment, in addition to much to be explored through dialogues with the game's NPCs and exploration of the game map (huge by the way). The game has, approximately, a time of about 30 ~ 40 hours finishing the main story without counting the side quests and DLC’s of the game, which greatly increase this time of easy play to more than 100 hours. The game also features Gwent, a card game within The Witcher universe, which can be played with other NPCs in the game besides tournaments. Gwent has its own system of decks, rules, and rare cards as if it were really another game within The Witcher. The great thing about the game is perhaps due to the game's diversity in solving its puzzles and game problems. You don't necessarily need to engage in combat with anyone in many game situations, and you can solve even more complex quests through dialogue or solving logical thinking puzzles. And of course, every choice in the game has its consequences that certainly change the game's plot. Perhaps a complaint of the game is its ease in combating against mobs, which greatly improves the experience increasing the difficulty of the game.


<br/><br/>Graphics:

<br/><br/>Now we can talk about something that I have the least ownership of in the subject hahahaha. The game was made by CD Projekt Red through REDengine, the same licensed by games from Bioware and used in The Witcher 2, but EXTREMELY POLISHED for the current generation at the time the game was released, incredible by 2k15 standards. I, in particular, played the game on the PC through Steam, on a high performance machine in the highest graphic quality possible in 1080p resolution at 60fps. The game has a very average textures default even for its time, and even though I have the experience of playing it stored on an SSD, it can be well observed the delay in rendering textures and a little poorly worked, which even in a way is justified, given the size of the game map. Nothing that a Mod Texture HD Rework Project does not solve HAHAHAHAHA. The game has an AMAZING Ambiental Occlusion system in the facial expression of the characters and NPCs and ambience of the game, which SURELY was inspiration for many consecutive games, I can easily quote: Assassin’s Creed Odyssey, Star Wars Jedi Fallen Order and several other games. A good anti-aliasing, post-processing system and the key point of the game: HairWorks. Even using an AMD GPU, the HairWorks system implemented in the game is simply WONDERFUL. Geralt's hair, from NPCs, coat of monsters is simply very well worked, moving according to the dynamic ambience of the game and with a very high resolution of detail, really dispensing with any defects as it happens in many current games, such as Resident Evil 2 for example, which has an excess of blur and aliasing around the hair of the characters that, at least in my opinion, hinder the game experience a lot.

<br/><br/>Soundtrack and dubbing:

<br/><br/>The game was played by me in Portuguese (Brazilian) dubbing, which is disappointing in some aspects, both in the synchronization of voices, and when compared to the original dubbing of the game. However, in contrast, the game's soundtracks are all original, made and thought for the same, they are simply EPIC. The songs played by bards in caves, (even dubbed in Portuguese) background songs against mobs and bosses, thematic songs from certain parts of the map are simply “breathtaking”, as the acclaimed Keanu Reeves would say hahahahahaha.
<br/><br/>Is it worth it or not?

<br/><br/>It's definitely worth it! even for those who, like me, had never played any game in the series before, it becomes a unique and incredible experience to live. With a very mature and thematic gameplay aimed at a much more adult audience, the game goes beyond many expectations, making you really get stuck, laugh, cry, get angry in many moments in history, it is really an extremely complete game. Certainly one of the best made games of all time!",5,0,2020-11-24T03:58:41.567939Z,False
257255,1097796,An already vast game with two jam packed DLC added on top.<br/>So big I didn't do the DLC until some time last after playing other games in between. This worked well for Blood and Wine especially.,5,0,2020-10-18T14:22:47.547812Z,False
257255,1034582,"Outstanding gameplay and outstanding story. Glad that I finally got to play the Witcher 3 on the Switch. Others complained about the graphics, but honestly, what do you expect? If you want the game to look its best, play it on a PC. No argument can be made against having the Witcher 3 on a portable console that you can literally play anywhere.<br/><br/>*SPOILERS*<br/>Beyond that - the main story was great, I loved the consequences of your decisions and how they played out at the battle of Kaer Morhen - there were definitely a few things I wish I could have gone back and changed - mainly saving Keira Metz. Side quests were pretty standard - ranging from the mundane to challenging, particularly some of the monster hunting early on in the game. Collecting the various witcher armor sets provided another opportunity for game completion, and there were what felt like a million different points of interest to checkout. Most areas were fine, but good god they took forever in Skellige (particularly when your boat only lasted for a handful of them after harpies savaged your boat so much it sank).<br/><br/>I'm glad this version bundled both DLCs - Hearts of Stone was a pretty good addition, but Blood and Wine honestly felt like another smaller Witcher game in itself. Toussaint was by far my favorite area of the game - gorgeous backdrops and filled with a host of interesting quests, and people.<br/><br/>This was truly an exceptional game, and if Cyberpunk 2077 is anything like Witcher 3, it will go down as another classic RPG from CD Projekt Red.",5,1,2020-08-06T13:48:45.798680Z,False
257255,928414,it's one of the best games anyone can ever play!<br/>it's marvelous.<br/>I left a piece of my soul with it when I finished it,5,0,2020-05-03T05:20:37.656168Z,False
257255,625784,"Overall 9.7 / 10<br/><br/>Gameplay 10 / 10
 
<br/>Story 9.5 / 10
 
<br/>Visuals 10 / 10
 
<br/>Length 10 / 10
 
<br/>Enjoyment 9.5 / 10",5,0,2019-09-23T16:55:30.090095Z,False
257255,2082491,Best of all time.,5,0,2025-12-23T12:38:15.880656Z,False
257255,1813520,Masterpiece.,5,0,2023-06-19T14:35:26.767663Z,False
257255,1069154,Best RPG ever.,5,0,2020-09-18T23:25:13.834795Z,False
339958,2088070,"<div class=""editor__insertion""><div class=""editor__iframe-wrapper""><iframe allowfullscreen class=""editor__iframe"" sandbox=""allow-same-origin allow-forms allow-popups allow-scripts allow-presentation"" src=""https://www.youtube.com/embed/undefined?list=PLHaN679-WX8NHh9ghING5W7LCMYSZKVBa&amp;start=0""></iframe></div></div>Persona 5 Royal is a modern JRPG masterpiece — bold, stylish, and endlessly ambitious. Atlus didn’t just refine the genre here; it set a new standard. From the iconic red-and-black visual identity to Shoji Meguro’s unforgettable soundtrack, every detail feels meticulously crafted.

The Palace design is outstanding, with memorable boss fights and a deep, rewarding combat system built around Persona fusion and tactical planning. The Confidant system adds meaningful character development and mechanical depth, making relationships feel genuinely impactful.

That said, the pacing isn’t flawless. Long stretches of daily-life management — social stats, routines, and side activities — can slow the momentum between story peaks. While these systems are core to the experience, they may feel repetitive for players eager to stay in the Metaverse.

At 59.99 € (often cheaper on sale), Persona 5 Royal offers an enormous amount of high-quality content. For fans of deep, stylish, and narrative-driven JRPGs, it’s an essential experience and a true genre-defining title. Full review (FR):
<a href=""https://rogueh24.fr/test-du-jeu-persona-5-royal/"" rel=""nofollow"">https://rogueh24.fr/test-du-jeu-persona-5-royal/</a>",4,0,2026-01-13T21:33:59.361001Z,False
339958,1190390,"It’s an anime, a life sim, an RPG, oh hell, its Persona 5. In this game you become Joker, a Japanese high schooler trying to get by and change the hearts of those who exert their power over others. The art, animation, voice-acting, and style are so incredibly unique and deeply influenced by anime. The repetitive music adds a ton to transport you to a slice of Tokyo that you just want to inhabit.<br/><br/>Here's the thing, as a dad gamer, not having an easy pause and save system makes what could be a long and fruitful relationship end up on the shelf. I am putting this game down, not because I am over it, but because I cannot fit it into my life that needs to be paused at a moments whim. This came out in 2020, adopt these systems.",4,1,2021-01-29T16:28:26.432378Z,False
339958,1070062,"Although I haven't played the original game and instead skipped to the enhanced port, I can say this is a surprise for me, it's a genuinely fun game.",5,1,2020-09-20T08:10:28.623249Z,False
